年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2018,10,10,4,19.4,1.2,北北西,0,1
2018,10,10,5,19.5,0.8,北北東,0,1
2018,10,10,6,19.7,1.0,北,0,1
2018,10,10,7,20.3,2.3,北北東,0,1
2018,10,10,8,21.1,2.0,東北東,0,1
2018,10,10,9,22.6,2.2,東,0,1
2018,10,10,10,23.9,2.5,東北東,0,1
2018,10,10,11,24.8,1.6,東,0,1
2018,10,10,12,24.8,2.0,東南東,0,1
2018,10,10,13,25.4,4.2,南,0,1
2018,10,10,14,25.3,3.4,南,0,1
2018,10,10,15,24.4,2.9,南,0,1
2018,10,10,16,25.0,4.4,東南東,0,1
2018,10,10,17,23.8,3.5,南東,0,1
2018,10,10,18,24.0,3.6,南東,0,1
2018,10,10,19,23.6,4.5,南東,0,1
2018,10,10,20,23.1,4.0,南東,0,1
2018,10,10,21,22.6,2.4,東南東,0,1
2018,10,10,22,22.7,2.1,東,0.0,0
2018,10,10,23,21.4,2.6,東北東,0.0,0
2018,10,10,24,21.2,3.0,東,0.5,0
2018,10,11,1,20.8,2.1,北東,1.0,0
2018,10,11,2,20.7,1.4,北北西,0.0,0
2018,10,11,3,20.3,1.8,北北西,0.0,0
2018,10,11,4,20.2,1.8,北北西,0.0,0
2018,10,11,5,19.9,1.4,北北西,0.0,0
2018,10,11,6,19.8,2.0,北東,0.0,0
2018,10,11,7,20.3,3.1,北西,0,1
2018,10,11,8,20.3,2.2,北西,0.0,0
2018,10,11,9,20.6,1.6,北北西,0,1
2018,10,11,10,21.0,1.6,北北西,0,1
2018,10,11,11,21.8,2.0,北,0,1
2018,10,11,12,22.0,2.4,北北西,0,1
2018,10,11,13,22.4,1.1,北東,0,1
2018,10,11,14,22.6,1.7,北北東,0,1
2018,10,11,15,23.2,2.1,東北東,0,1
2018,10,11,16,23.2,1.6,北北東,0,1
2018,10,11,17,23.1,1.7,東北東,0,1
2018,10,11,18,23.1,2.4,東南東,0,1
2018,10,11,19,23.1,1.6,東,0,1
2018,10,11,20,23.1,1.8,南東,0,1
2018,10,11,21,22.7,2.0,南,0,1
2018,10,11,22,22.8,2.5,南南西,0,1
2018,10,11,23,22.3,2.8,北西,0,1
2018,10,11,24,21.2,3.0,北西,0,1
2018,10,12,1,20.3,4.8,北西,0,1
2018,10,12,2,19.9,2.3,北北東,0,1
2018,10,12,3,19.8,1.9,北,0,1
2018,10,12,4,19.3,3.9,北北西,0.0,0
2018,10,12,5,19.2,2.6,北北西,0.0,0
2018,10,12,6,19.3,1.6,北,0.0,0
2018,10,12,7,19.4,2.3,北東,0.0,0
2018,10,12,8,20.1,2.0,北,0.0,0
2018,10,12,9,19.4,5.0,北西,0.0,0
2018,10,12,10,20.3,2.9,北北西,0.0,0
2018,10,12,11,20.7,2.3,北,0,1
2018,10,12,12,21.9,3.7,北北西,0,1
2018,10,12,13,21.9,2.6,北北西,0,1
2018,10,12,14,20.9,3.5,東北東,0,1
2018,10,12,15,21.0,1.9,北東,0,1
2018,10,12,16,20.1,3.2,北東,0,1
2018,10,12,17,20.8,3.5,東,0,1
2018,10,12,18,20.0,2.5,東,0,1
2018,10,12,19,19.8,3.3,東南東,0.0,0
2018,10,12,20,19.5,3.3,東北東,0.0,0
2018,10,12,21,19.5,3.8,東,0,1
2018,10,12,22,19.1,2.9,東,0,1
2018,10,12,23,18.8,2.1,北北東,0,1
2018,10,12,24,18.4,2.1,北北西,0,1
2018,10,13,1,18.1,2.1,北,0,1
2018,10,13,2,18.0,1.8,北,0,1
2018,10,13,3,17.7,2.1,北北東,0,1
2018,10,13,4,17.6,2.4,北,0,1
2018,10,13,5,17.3,2.0,北北西,0,1
2018,10,13,6,17.1,2.1,北北西,0.0,0
2018,10,13,7,16.8,2.5,北西,0,1
2018,10,13,8,17.3,2.0,北北東,0,1
2018,10,13,9,17.5,2.7,北北東,0,1
2018,10,13,10,17.7,2.3,北,0,1
2018,10,13,11,17.5,2.9,北北西,0,1
2018,10,13,12,17.6,2.0,北北西,0,1
2018,10,13,13,17.4,3.2,東北東,0.0,0
2018,10,13,14,17.3,2.1,北北東,0.0,0
2018,10,13,15,18.2,3.5,北北東,0,1
2018,10,13,16,17.9,3.5,北東,0,1
2018,10,13,17,17.8,4.2,北北東,0,1
2018,10,13,18,17.7,3.5,東北東,0,1
2018,10,13,19,17.4,3.3,北北東,0,1
2018,10,13,20,17.2,3.3,北東,0,1
2018,10,13,21,17.3,3.2,北北東,0.0,0
2018,10,13,22,16.7,3.3,北,0.0,0
2018,10,13,23,16.4,2.0,北,0.0,0
2018,10,13,24,15.6,1.9,北西,0.0,0
2018,10,14,1,15.3,1.6,北,0.0,0
2018,10,14,2,14.7,2.7,北西,0.5,0
2018,10,14,3,13.9,2.3,北北東,1.5,0
2018,10,14,4,14.1,2.9,北西,2.0,0
2018,10,14,5,13.6,2.9,北北西,3.0,0
2018,10,14,6,13.5,2.5,北北西,0.5,0
2018,10,14,7,13.4,3.4,北北西,0.0,0
2018,10,14,8,14.6,4.4,北西,0.0,0
2018,10,14,9,15.0,3.3,北北西,0.0,0
2018,10,14,10,16.5,3.0,北西,0,1
2018,10,14,11,17.2,3.5,北西,0,1
2018,10,14,12,18.6,2.1,北北西,0.0,0
2018,10,14,13,18.8,3.3,北西,0.0,0
2018,10,14,14,19.3,2.2,北,0,1
2018,10,14,15,18.8,2.2,北西,0,1
2018,10,14,16,18.3,2.1,北北東,0,1
2018,10,14,17,17.7,1.6,東北東,0,1
2018,10,14,18,17.6,2.0,東北東,0,1
2018,10,14,19,16.9,1.0,東北東,0,1
2018,10,14,20,17.2,3.0,北東,0,1
2018,10,14,21,17.0,1.0,北東,0,1
2018,10,14,22,17.2,2.3,東南東,0,1
2018,10,14,23,17.2,1.7,北東,0,1
2018,10,14,24,17.2,2.2,東北東,0,1
2018,10,15,1,17.4,1.4,北,0,1
2018,10,15,2,17.6,1.1,北,0,1
2018,10,15,3,17.0,1.2,北北東,0,1
2018,10,15,4,16.8,1.5,北北西,0,1
2018,10,15,5,16.8,1.7,北北西,0,1
2018,10,15,6,16.4,1.3,北北東,0,1
2018,10,15,7,16.9,0.8,北北西,0,1
2018,10,15,8,17.7,1.7,北北東,0,1
2018,10,15,9,18.2,2.0,北北西,0,1
2018,10,15,10,19.0,0.7,南南東,0,1
2018,10,15,11,20.3,1.8,北東,0,1
2018,10,15,12,20.4,1.7,東,0,1
2018,10,15,13,19.7,1.1,南南西,0.0,0
2018,10,15,14,20.6,0.9,北,0.0,0
2018,10,15,15,19.4,1.2,東北東,0,1
2018,10,15,16,18.8,1.3,東,0,1
2018,10,15,17,18.7,1.4,東,0.0,0
2018,10,15,18,19.1,2.0,東北東,0.0,0
2018,10,15,19,18.2,3.0,北北東,0.0,0
2018,10,15,20,16.9,1.8,東北東,0.0,0
2018,10,15,21,16.8,2.5,北東,0.5,0
2018,10,15,22,17.0,1.4,東南東,0,1
2018,10,15,23,17.0,1.0,北北東,0.0,0
2018,10,15,24,17.3,1.2,北西,0.0,0
2018,10,16,1,17.0,1.2,北北西,0,1
2018,10,16,2,16.7,2.2,北北西,0,1
2018,10,16,3,16.1,1.4,北北西,0,1
2018,10,16,4,16.1,1.6,北北西,0,1
2018,10,16,5,16.2,2.5,北西,0,1
2018,10,16,6,15.7,2.4,北北西,0,1
2018,10,16,7,16.3,2.7,北西,0,1
2018,10,16,8,17.0,2.7,北,0,1
2018,10,16,9,18.2,2.1,北西,0,1
2018,10,16,10,18.9,3.1,北北西,0,1
2018,10,16,11,20.2,2.1,北北東,0,1
2018,10,16,12,20.4,1.9,北北西,0,1
2018,10,16,13,20.8,1.6,北北東,0,1
2018,10,16,14,20.6,1.5,北,0,1
2018,10,16,15,20.1,1.8,北西,0,1
2018,10,16,16,19.7,1.5,北東,0,1
2018,10,16,17,20.0,2.0,北,0,1
2018,10,16,18,19.9,2.6,北北東,0,1
2018,10,16,19,19.1,3.2,北北東,0,1
2018,10,16,20,18.8,3.8,北東,0,1
2018,10,16,21,18.6,2.0,北北東,0,1
2018,10,16,22,18.6,1.5,北,0,1
2018,10,16,23,18.3,1.5,北,0,1
2018,10,16,24,18.0,2.6,北西,0.0,0
2018,10,17,1,16.9,2.3,北北西,0.0,0
2018,10,17,2,16.9,2.6,北北西,0.0,0
2018,10,17,3,16.6,2.6,北西,0.0,0
2018,10,17,4,15.9,1.7,北,0.0,0
2018,10,17,5,15.5,1.8,北西,0.5,0
2018,10,17,6,15.1,0.9,北北西,0.5,0
2018,10,17,7,15.5,2.4,北西,0,1
2018,10,17,8,16.4,2.6,北北西,0,1
2018,10,17,9,18.5,2.9,北西,0.0,0
2018,10,17,10,20.5,1.7,北,0,1
2018,10,17,11,20.9,1.4,北北東,0,1
2018,10,17,12,20.9,3.4,北西,0,1
2018,10,17,13,21.8,2.8,北北東,0,1
2018,10,17,14,21.0,2.7,北北東,0,1
2018,10,17,15,20.3,3.7,北北東,0,1
2018,10,17,16,20.1,3.7,東南東,0,1
2018,10,17,17,19.4,2.0,東,0.0,0
2018,10,17,18,18.9,3.8,北東,0.0,0
2018,10,17,19,18.5,2.4,東北東,0,1
2018,10,17,20,17.9,2.4,東北東,0,1
2018,10,17,21,17.7,4.2,北東,0,1
2018,10,17,22,17.2,2.8,北東,0,1
2018,10,17,23,17.1,3.0,北北東,0,1
2018,10,17,24,16.6,3.2,北北東,0,1
2018,10,18,1,15.9,2.5,北北東,0,1
2018,10,18,2,16.1,2.3,北,0,1
2018,10,18,3,14.9,1.8,北北西,0,1
2018,10,18,4,15.0,1.4,北北西,0,1
2018,10,18,5,14.5,1.5,北,0,1
2018,10,18,6,14.0,1.6,北西,0,1
2018,10,18,7,14.8,1.7,北,0,1
2018,10,18,8,16.7,2.1,北,0,1
2018,10,18,9,17.5,1.7,北北西,0,1
2018,10,18,10,19.1,3.1,北東,0,1
2018,10,18,11,20.0,3.1,北東,0,1
2018,10,18,12,20.0,2.2,北,0,1
2018,10,18,13,19.9,2.1,東北東,0,1
2018,10,18,14,20.3,2.9,東北東,0,1
2018,10,18,15,19.6,3.4,東北東,0,1
2018,10,18,16,19.3,3.2,東,0,1
2018,10,18,17,18.4,3.6,北東,0,1
2018,10,18,18,17.5,3.1,北東,0,1
2018,10,18,19,17.4,3.1,北北東,0,1
2018,10,18,20,16.9,4.0,東北東,0,1
2018,10,18,21,16.2,2.7,北北東,0,1
2018,10,18,22,16.6,3.1,北東,0,1
2018,10,18,23,16.1,3.6,北北東,0,1
2018,10,18,24,16.0,1.9,北北西,0,1
2018,10,19,1,15.6,2.4,北北西,0,1
2018,10,19,2,15.7,2.1,北西,0.0,0
2018,10,19,3,15.5,3.8,北北西,0,1
2018,10,19,4,15.2,1.7,北北東,0.0,0
2018,10,19,5,14.7,3.4,北西,0.0,0
2018,10,19,6,14.4,3.6,北北西,0.0,0
2018,10,19,7,14.9,1.7,北,0.0,0
2018,10,19,8,15.3,2.2,北北西,0.0,0
2018,10,19,9,16.5,2.5,北西,0,1
2018,10,19,10,18.0,1.7,北北西,0.0,0
2018,10,19,11,18.9,3.0,北北西,0.0,0
2018,10,19,12,19.4,3.2,北,0.0,0
2018,10,19,13,19.3,2.7,北西,0.0,0
2018,10,19,14,19.6,2.6,北北西,0,1
2018,10,19,15,18.9,3.3,北西,0,1
2018,10,19,16,18.3,3.9,北西,0.0,0
2018,10,19,17,16.4,2.8,北北東,0.0,0
2018,10,19,18,16.4,2.9,東北東,0.5,0
2018,10,19,19,17.1,1.6,北北東,0.0,0
2018,10,19,20,16.5,2.6,北北西,0.0,0
2018,10,19,21,15.6,2.2,北西,0.0,0
2018,10,19,22,15.9,2.3,北北西,0.0,0
2018,10,19,23,15.8,1.5,北,0,1
2018,10,19,24,15.5,2.2,北北西,0,1
2018,10,20,1,15.1,3.4,北西,0,1
2018,10,20,2,15.0,3.4,北北西,0,1
2018,10,20,3,15.2,2.7,北北西,0,1
2018,10,20,4,15.0,2.8,北北西,0,1
2018,10,20,5,15.0,2.4,北北西,0.0,0
2018,10,20,6,14.7,2.6,北,0.0,0
2018,10,20,7,14.6,3.1,北北西,0.0,0
2018,10,20,8,15.5,1.5,北,0,1
2018,10,20,9,17.4,3.0,北北西,0,1
2018,10,20,10,19.0,4.1,北北西,0,1
2018,10,20,11,19.9,3.2,北西,0,1
2018,10,20,12,19.9,2.6,北北東,0,1
2018,10,20,13,21.2,3.7,北西,0,1
2018,10,20,14,20.8,2.6,北北西,0,1
2018,10,20,15,21.4,2.6,北北東,0,1
2018,10,20,16,20.6,2.9,北北西,0,1
2018,10,20,17,19.4,3.3,東北東,0,1
2018,10,20,18,15.8,4.0,北北西,1.0,0
2018,10,20,19,14.1,2.6,北北西,4.5,0
2018,10,20,20,14.1,2.4,西北西,3.5,0
2018,10,20,21,14.0,2.6,北西,0.0,0
2018,10,20,22,13.4,2.4,北北西,0,1
2018,10,20,23,13.4,2.7,北北西,0,1
2018,10,20,24,14.1,3.4,北,0,1
2018,10,21,1,14.7,3.4,北北西,0,1
2018,10,21,2,14.2,4.0,北北西,0,1
2018,10,21,3,14.4,3.3,北北西,0,1
2018,10,21,4,13.9,3.0,北,0,1
2018,10,21,5,13.8,2.2,北,0,1
2018,10,21,6,13.1,3.0,北北西,0,1
2018,10,21,7,13.2,3.0,北,0,1
2018,10,21,8,15.8,3.7,北北西,0,1
2018,10,21,9,17.4,2.9,北,0,1
2018,10,21,10,18.7,4.1,北北西,0,1
2018,10,21,11,19.7,2.4,北北西,0,1
2018,10,21,12,20.5,2.6,北,0,1
2018,10,21,13,20.7,2.6,北北東,0,1
2018,10,21,14,20.8,2.1,北東,0,1
2018,10,21,15,20.7,2.7,北東,0,1
2018,10,21,16,19.0,1.6,北北東,0,1
2018,10,21,17,19.2,3.3,東,0,1
2018,10,21,18,18.7,3.1,東南東,0,1
2018,10,21,19,17.6,1.9,東,0,1
2018,10,21,20,16.2,1.5,東北東,0,1
2018,10,21,21,14.9,0.8,東,0,1
2018,10,21,22,14.4,1.8,北東,0,1
2018,10,21,23,13.8,0.6,北東,0,1
2018,10,21,24,13.3,0.6,北,0,1
2018,10,22,1,14.0,2.1,北西,0,1
2018,10,22,2,13.3,2.5,北西,0,1
2018,10,22,3,13.3,2.1,北北西,0,1
2018,10,22,4,13.0,2.0,北北西,0,1
2018,10,22,5,12.3,2.9,北北西,0,1
2018,10,22,6,12.3,2.1,北西,0,1
2018,10,22,7,13.1,1.5,北北西,0,1
2018,10,22,8,14.7,1.7,北北西,0,1
2018,10,22,9,17.3,2.0,北北西,0,1
2018,10,22,10,18.4,1.4,北,0,1
2018,10,22,11,19.9,2.2,北西,0,1
2018,10,22,12,21.1,1.5,北東,0,1
2018,10,22,13,21.3,1.7,南西,0,1
2018,10,22,14,21.0,2.4,北北東,0,1
2018,10,22,15,20.2,1.1,東,0,1
2018,10,22,16,20.2,2.3,東北東,0,1
2018,10,22,17,18.0,2.3,東北東,0,1
2018,10,22,18,18.3,3.6,北東,0,1
2018,10,22,19,17.6,2.6,東,0,1
2018,10,22,20,16.6,2.6,東,0,1
2018,10,22,21,16.8,2.1,東北東,0,1
2018,10,22,22,16.1,2.0,北東,0,1
2018,10,22,23,15.3,1.6,北北西,0,1
2018,10,22,24,15.2,2.7,北西,0,1
2018,10,23,1,14.8,3.2,北西,0,1
2018,10,23,2,15.0,2.7,北北西,0,1
2018,10,23,3,14.8,2.6,北西,0,1
2018,10,23,4,14.0,3.0,北西,0,1
2018,10,23,5,14.1,3.0,北北西,0,1
2018,10,23,6,13.7,3.3,北西,0,1
2018,10,23,7,14.1,1.9,北西,0,1
2018,10,23,8,14.3,2.6,北北西,0,1
2018,10,23,9,13.2,1.8,北西,0.5,0
2018,10,23,10,14.1,2.1,北,0.0,0
2018,10,23,11,14.3,2.1,北北西,0.0,0
2018,10,23,12,14.0,3.4,北西,0.5,0
2018,10,23,13,14.4,2.7,北西,0.5,0
2018,10,23,14,14.8,2.6,北北西,0.0,0
2018,10,23,15,14.9,3.0,北,0,1
2018,10,23,16,14.9,2.7,北西,0,1
2018,10,23,17,14.7,2.1,北北西,0,1
2018,10,23,18,14.5,3.1,北西,0,1
2018,10,23,19,14.8,3.3,北西,0,1
2018,10,23,20,15.0,2.7,北北西,0,1
2018,10,23,21,15.2,3.1,北北西,0.0,0
2018,10,23,22,15.4,2.8,北北西,0.0,0
2018,10,23,23,15.9,3.3,北西,0,1
2018,10,23,24,15.5,2.7,北北西,0.0,0
2018,10,24,1,14.7,3.0,北北西,0.0,0
2018,10,24,2,14.2,2.4,北北西,0.5,0
2018,10,24,3,14.3,1.9,北北西,0.0,0
2018,10,24,4,14.3,1.3,北北西,0,1
2018,10,24,5,14.2,1.5,北西,0,1
2018,10,24,6,14.1,1.9,北西,0,1
2018,10,24,7,15.0,2.6,北西,0,1
2018,10,24,8,15.4,2.6,北北東,0,1
2018,10,24,9,16.1,4.2,北西,0,1
2018,10,24,10,17.6,2.8,北北西,0,1
2018,10,24,11,20.5,2.0,北北東,0,1
2018,10,24,12,20.3,2.2,北,0,1
2018,10,24,13,21.7,2.1,北,0,1
2018,10,24,14,21.9,2.3,北東,0,1
2018,10,24,15,22.1,1.3,北,0,1
2018,10,24,16,21.4,1.6,北,0,1
2018,10,24,17,19.7,2.3,北北東,0,1
2018,10,24,18,19.7,2.5,東北東,0,1
2018,10,24,19,19.3,2.6,東北東,0,1
2018,10,24,20,18.6,2.7,北東,0,1
2018,10,24,21,17.7,1.8,北東,0,1
2018,10,24,22,17.7,1.4,北,0,1
2018,10,24,23,17.5,2.2,北東,0,1
2018,10,24,24,17.5,2.2,北北東,0,1
2018,10,25,1,17.0,1.0,北北東,0,1
2018,10,25,2,16.6,2.5,北北東,0,1
2018,10,25,3,15.8,1.9,北東,0,1
2018,10,25,4,14.6,2.2,北東,0,1
2018,10,25,5,14.4,1.5,北東,0,1
2018,10,25,6,14.3,2.0,北北東,0,1
2018,10,25,7,15.6,1.9,北東,0,1
2018,10,25,8,17.7,2.2,北東,0,1
2018,10,25,9,19.2,2.7,北北西,0,1
2018,10,25,10,20.2,2.6,北,0,1
2018,10,25,11,21.4,1.9,北,0,1
2018,10,25,12,21.8,1.7,北北西,0,1
2018,10,25,13,22.0,1.4,北北東,0,1
2018,10,25,14,21.8,2.4,東北東,0,1
2018,10,25,15,21.1,1.5,東北東,0,1
2018,10,25,16,19.8,2.8,北東,0,1
2018,10,25,17,18.8,1.7,東,0,1
2018,10,25,18,19.3,3.5,東,0,1
2018,10,25,19,18.4,2.6,東南東,0,1
2018,10,25,20,17.6,2.7,東南東,0,1
2018,10,25,21,17.4,2.5,東,0,1
2018,10,25,22,16.8,2.6,東北東,0,1
2018,10,25,23,17.1,2.4,東南東,0,1
2018,10,25,24,16.7,2.2,北東,0,1
2018,10,26,1,16.3,2.2,北北東,0,1
2018,10,26,2,16.5,2.3,北北東,0,1
2018,10,26,3,16.0,2.4,北北東,0,1
2018,10,26,4,15.3,2.7,北北東,0,1
2018,10,26,5,15.7,1.6,北,0,1
2018,10,26,6,15.8,1.5,北,0,1
2018,10,26,7,15.6,2.2,北北西,0,1
2018,10,26,8,16.0,2.5,北,0,1
2018,10,26,9,16.8,1.2,北,0,1
2018,10,26,10,17.4,1.7,北北東,0,1
2018,10,26,11,19.5,2.6,北東,0,1
2018,10,26,12,20.0,1.3,西北西,0,1
2018,10,26,13,20.4,3.0,南南東,0,1
2018,10,26,14,20.0,3.7,南南東,0,1
2018,10,26,15,20.5,2.6,東南東,0,1
2018,10,26,16,19.7,2.4,南東,0,1
2018,10,26,17,18.9,2.1,南南東,0,1
2018,10,26,18,19.3,2.1,南南東,0,1
2018,10,26,19,19.6,2.4,南南東,0,1
2018,10,26,20,18.5,1.4,南南東,0,1
2018,10,26,21,19.7,2.3,南東,0,1
2018,10,26,22,18.9,2.7,南東,0,1
2018,10,26,23,18.3,2.3,南,0,1
2018,10,26,24,17.5,1.1,南,0.0,0
2018,10,27,1,16.4,1.4,北北西,0.0,0
2018,10,27,2,16.5,1.6,南,1.5,0
2018,10,27,3,16.7,0.6,南,3.5,0
2018,10,27,4,16.9,1.1,北北西,1.0,0
2018,10,27,5,16.5,2.0,北西,3.0,0
2018,10,27,6,16.2,0.7,西北西,1.5,0
2018,10,27,7,16.7,1.9,西北西,1.5,0
2018,10,27,8,16.9,1.6,西北西,0.0,0
2018,10,27,9,18.2,1.1,南南西,0.0,0
2018,10,27,10,19.6,2.1,南南西,0,1
2018,10,27,11,20.8,3.0,南南西,0,1
2018,10,27,12,22.7,5.0,南南西,0,1
2018,10,27,13,22.4,2.6,南南西,0,1
2018,10,27,14,23.2,3.5,南南西,0,1
2018,10,27,15,23.7,3.8,南,0,1
2018,10,27,16,22.3,2.8,南南西,0,1
2018,10,27,17,20.6,1.8,南西,0,1
2018,10,27,18,19.3,2.9,北北東,0,1
2018,10,27,19,19.2,2.0,北北東,0,1
2018,10,27,20,18.6,2.1,北西,0,1
2018,10,27,21,18.8,3.2,北西,0,1
2018,10,27,22,19.1,2.6,北,0,1
2018,10,27,23,18.8,1.9,北,0,1
2018,10,27,24,17.4,1.4,北北西,0,1
2018,10,28,1,16.8,2.2,北北西,0,1
2018,10,28,2,16.6,2.3,北西,0,1
2018,10,28,3,15.1,2.3,北西,0,1
2018,10,28,4,14.9,2.8,北西,0,1
2018,10,28,5,14.3,3.7,北西,0,1
2018,10,28,6,14.4,1.7,北北西,0,1
2018,10,28,7,14.7,1.8,北北西,0,1
2018,10,28,8,15.8,3.3,西北西,0,1
2018,10,28,9,16.3,2.8,北西,0,1
2018,10,28,10,18.6,2.4,北西,0,1
2018,10,28,11,18.7,2.9,北北東,0,1
2018,10,28,12,19.3,1.8,北東,0,1
2018,10,28,13,19.0,1.8,北東,0,1
2018,10,28,14,20.1,1.8,東南東,0,1
2018,10,28,15,19.2,2.3,東北東,0,1
2018,10,28,16,19.1,2.5,東北東,0,1
2018,10,28,17,18.2,2.3,東,0,1
2018,10,28,18,18.1,2.5,東,0,1
2018,10,28,19,17.3,1.8,東南東,0,1
2018,10,28,20,17.6,2.2,東,0,1
2018,10,28,21,16.8,1.9,東,0,1
2018,10,28,22,15.3,1.3,東北東,0,1
2018,10,28,23,15.2,2.0,東南東,0,1
2018,10,28,24,15.1,1.6,南南東,0,1
2018,10,29,1,14.7,2.4,南南東,0,1
2018,10,29,2,14.4,2.1,南,0,1
2018,10,29,3,14.1,2.7,西,0,1
2018,10,29,4,12.6,2.2,南,0,1
2018,10,29,5,12.4,2.2,西北西,0,1
2018,10,29,6,12.6,2.9,北西,0,1
2018,10,29,7,13.0,0.5,西北西,0,1
2018,10,29,8,15.7,0.9,南西,0,1
2018,10,29,9,18.7,1.2,東,0,1
2018,10,29,10,20.1,3.3,南南東,0,1
2018,10,29,11,21.2,1.4,南南東,0,1
2018,10,29,12,21.4,2.0,西,0,1
2018,10,29,13,21.5,3.9,南南東,0,1
2018,10,29,14,21.2,3.4,南南東,0,1
2018,10,29,15,20.8,2.6,南東,0,1
2018,10,29,16,19.6,3.4,南南東,0,1
2018,10,29,17,18.8,2.9,南東,0,1
2018,10,29,18,16.6,1.5,南東,0,1
2018,10,29,19,16.3,1.8,東,0,1
2018,10,29,20,18.0,2.6,北東,0,1
2018,10,29,21,17.5,4.8,北北東,0,1
2018,10,29,22,16.8,2.8,北,0,1
2018,10,29,23,15.1,2.9,北北西,0,1
2018,10,29,24,14.8,3.0,北西,0,1
2018,10,30,1,14.1,2.5,北西,0,1
2018,10,30,2,14.0,2.1,西北西,0,1
2018,10,30,3,13.1,1.3,南,0,1
2018,10,30,4,12.6,2.5,南南西,0,1
2018,10,30,5,12.1,2.1,南南西,0,1
2018,10,30,6,12.0,1.5,西北西,0,1
2018,10,30,7,13.6,1.6,西南西,0,1
2018,10,30,8,15.8,1.0,西南西,0,1
2018,10,30,9,18.0,2.6,西,0,1
2018,10,30,10,19.7,2.5,北西,0,1
2018,10,30,11,20.8,1.3,北北西,0,1
2018,10,30,12,22.3,0.8,西南西,0,1
2018,10,30,13,22.3,1.3,北北西,0,1
2018,10,30,14,22.3,1.7,南南東,0,1
2018,10,30,15,21.3,3.2,南東,0,1
2018,10,30,16,20.2,2.4,南南東,0,1
2018,10,30,17,19.0,1.7,南東,0,1
2018,10,30,18,17.1,2.2,南南東,0,1
2018,10,30,19,17.6,4.7,北西,0,1
2018,10,30,20,16.9,5.0,北西,0,1
2018,10,30,21,16.4,4.0,北西,0,1
2018,10,30,22,16.6,3.6,北西,0,1
2018,10,30,23,16.1,2.3,北北西,0,1
2018,10,30,24,15.2,2.7,北北西,0,1
2018,10,31,1,14.6,3.1,北西,0,1
2018,10,31,2,13.3,2.9,西北西,0,1
2018,10,31,3,12.7,2.7,西北西,0,1
2018,10,31,4,12.1,2.9,北西,0,1
2018,10,31,5,12.9,4.0,北西,0,1
2018,10,31,6,12.8,2.7,西北西,0,1
2018,10,31,7,12.6,2.7,西北西,0,1
2018,10,31,8,13.5,1.9,北西,0,1
2018,10,31,9,14.6,2.3,北北西,0,1
2018,10,31,10,16.5,3.4,北西,0,1
2018,10,31,11,16.9,2.9,北西,0,1
2018,10,31,12,18.8,3.7,北西,0,1
2018,10,31,13,19.1,2.5,北北東,0,1
2018,10,31,14,18.6,1.2,南東,0,1
2018,10,31,15,18.1,2.1,北北西,0,1
2018,10,31,16,15.9,1.7,西南西,0,1
2018,10,31,17,15.6,1.5,東南東,0,1
2018,10,31,18,15.9,1.5,北北西,0,1
2018,10,31,19,16.0,3.1,北西,0,1
2018,10,31,20,14.3,3.5,北西,0,1
2018,10,31,21,14.3,2.7,北北西,0,1
2018,10,31,22,14.2,3.0,北北西,0,1
2018,10,31,23,13.2,2.7,北北西,0,1
2018,10,31,24,13.0,3.9,北北西,0,1
2018,11,1,1,11.8,2.1,北北西,0,1
2018,11,1,2,12.2,2.6,北北西,0,1
2018,11,1,3,12.9,3.9,北西,0,1
2018,11,1,4,12.3,2.7,北西,0,1
2018,11,1,5,12.1,3.5,北北西,0,1
2018,11,1,6,12.2,2.9,北北西,0,1
2018,11,1,7,12.8,5.0,北西,0,1
2018,11,1,8,14.5,4.0,北西,0,1
2018,11,1,9,16.1,3.6,北西,0,1
2018,11,1,10,17.3,5.7,北西,0,1
2018,11,1,11,16.7,4.6,北西,0,1
2018,11,1,12,19.2,6.1,北西,0,1
2018,11,1,13,19.2,3.5,北,0,1
2018,11,1,14,19.0,3.6,北西,0,1
2018,11,1,15,18.2,2.0,北北東,0,1
2018,11,1,16,17.0,2.5,北北西,0,1
2018,11,1,17,15.3,1.7,北西,0,1
2018,11,1,18,14.8,3.3,北西,0,1
2018,11,1,19,13.9,2.5,南,0,1
2018,11,1,20,14.9,4.1,西北西,0,1
2018,11,1,21,13.8,2.9,西北西,0,1
2018,11,1,22,12.5,1.4,北西,0,1
2018,11,1,23,12.3,2.6,北西,0,1
2018,11,1,24,12.4,2.2,北西,0,1
2018,11,2,1,11.9,1.4,北北東,0,1
2018,11,2,2,11.6,1.8,北北西,0,1
2018,11,2,3,11.8,1.9,北,0,1
2018,11,2,4,10.7,1.9,北,0,1
2018,11,2,5,10.8,2.0,北,0,1
2018,11,2,6,10.8,2.4,北北西,0,1
2018,11,2,7,11.0,1.9,北北西,0,1
2018,11,2,8,12.3,2.5,北北西,0,1
2018,11,2,9,14.4,3.2,北西,0,1
2018,11,2,10,15.7,2.8,北北西,0,1
2018,11,2,11,17.2,1.5,北,0,1
2018,11,2,12,18.4,1.6,東北東,0,1
2018,11,2,13,18.8,1.9,東北東,0,1
2018,11,2,14,18.1,2.0,南,0,1
2018,11,2,15,17.2,1.8,南,0,1
2018,11,2,16,17.6,1.8,南東,0,1
